ID	Type	ExType	ExTitle	ExTitleText	SeasonID	SeasonTitle	SeasonText	BannerID	BannerTitle	BannerText	Title	TitleText	DialogueID	IsSub	UnlockLevel	DialogueType
76	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320182	第二节	76	0	8041	999
77	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320183	第三节	77	0	8045	999
78	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320184	第四节	78	0	8046	999
79	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320185	第五节	79	0	8054	999
80	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320186	第六节	80	0	8055	999
81	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320187	第七节	81	0	8063	999
82	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320188	第八节	82	0	8064	999
83	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320189	第九节	83	0	8068	999
84	1	1	320196	追溯篇	19	320179	第十一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320204	齐格弗里德	320208	第十节	84	0	8072	999
85	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320181	第一节	85	0	8073	999
86	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320182	第二节	86	0	8077	999
87	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320183	第三节	87	0	8080	999
88	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320184	第四节	88	0	8083	999
89	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320185	第五节	89	0	8085	999
90	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320186	第六节	90	0	8088	999
91	1	1	320196	追溯篇	20	320180	第十二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/StoryMode.png	320205	诸神的黄昏	320187	第七节	91	0	8089	999
92	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320181	第一节	92	0	8101	999
93	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320182	第二节	93	0	8104	999
94	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320183	第三节	94	1	8106	999
95	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320184	第四节	95	0	8107	999
96	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320185	第五节	96	0	8108	999
97	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320186	第六节	97	0	8109	999
98	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320187	第七节	98	0	8111	999
99	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320188	第八节	99	1	8112	999
100	1	2	260005	新生篇	21	320161	第一章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260202	邂逅与救赎	320189	第九节	100	0	8116	999
101	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320181	第一节	101	0	8117	999
102	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320182	第二节	102	0	8119	999
103	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320183	第三节	103	0	8120	999
104	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320184	第四节	104	0	8124	999
105	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320185	第五节	105	0	8125	999
106	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320186	第六节	106	0	8126	999
107	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320187	第七节	107	0	8127	999
108	1	2	260005	新生篇	22	320162	第二章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260204	狙击与绝境	320188	第八节	108	0	8132	999
109	2	3	100183	雾海庄园	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320181	第一节	109	0	0	999
110	2	3	100183	雾海庄园	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320182	第二节	110	0	0	999
111	2	3	100183	雾海庄园	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320183	第三节	111	0	0	999
112	2	3	100183	雾海庄园	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320184	第四节	112	0	0	999
113	2	3	100183	雾海庄园	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320181	第一节	113	0	0	999
114	2	3	100183	雾海庄园	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320182	第二节	114	0	0	999
115	2	3	100183	雾海庄园	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320183	第三节	115	0	0	999
116	2	3	100183	雾海庄园	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320184	第四节	116	0	0	999
117	2	3	100183	雾海庄园	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320181	第一节	117	0	0	999
118	2	3	100183	雾海庄园	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320182	第二节	118	0	0	999
119	2	3	100183	雾海庄园	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320183	第三节	119	0	0	999
120	2	3	100183	雾海庄园	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320184	第四节	120	0	0	999
121	2	3	100183	雾海庄园	6	320206	第六季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320181	第一节	121	0	0	999
122	2	3	100183	雾海庄园	6	320206	第六季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320182	第二节	122	0	0	999
123	2	3	100183	雾海庄园	6	320206	第六季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320183	第三节	123	0	0	999
124	2	3	100183	雾海庄园	6	320206	第六季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320184	第四节	124	0	0	999
125	2	3	100183	雾海庄园	6	320206	第六季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320185	第五节	125	0	0	999
126	2	3	100183	雾海庄园	6	320206	第六季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320186	第六节	126	0	0	999
127	2	3	100183	雾海庄园	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320181	第一节	127	0	0	999
128	2	3	100183	雾海庄园	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320182	第二节	128	0	0	999
129	2	3	100183	雾海庄园	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320183	第三节	129	0	0	999
130	2	3	100183	雾海庄园	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320184	第四节	130	0	0	999
131	2	3	100183	雾海庄园	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalHauted.png	100183	雾海庄园	320185	第五节	131	0	0	999
132	2	4	320209	千影物语	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320181	第一节	132	0	0	999
133	2	4	320209	千影物语	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320182	第二节	133	0	0	999
134	2	4	320209	千影物语	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320183	第三节	134	0	0	999
135	2	4	320209	千影物语	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320184	第四节	135	0	0	999
136	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320181	第一节	136	0	0	999
137	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320182	第二节	137	0	0	999
138	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320183	第三节	138	0	0	999
139	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320184	第四节	139	0	0	999
140	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320185	第五节	140	0	0	999
141	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320186	第六节	141	0	0	999
142	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320187	第七节	142	0	0	999
143	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320188	第八节	143	0	0	999
144	2	4	320209	千影物语	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320189	第九节	144	0	0	999
145	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320181	第一节	145	0	0	999
146	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320182	第二节	146	0	0	999
147	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320183	第三节	147	0	0	999
148	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320184	第四节	148	0	0	999
149	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320185	第五节	149	0	0	999
150	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320186	第六节	150	0	0	999
151	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320187	第七节	151	0	0	999
152	2	4	320209	千影物语	3	320211	外传·其一	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/CurseForest.png	320209	千影物语	320188	第八节	152	0	0	999
