DialogueID	DialogueText	RoleID	RoleStorySide	RoleFace	RoleMotion	isMotionFirst	RoleDelay	ItemShowCaseID	CGID	BGID	EffectID	isEffectFirst	EffectDelay	EffectDuration	SoundID	SoundDelay	SoundDuration	BGMID
4	250028	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	250029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	250030	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	250031	804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	250032	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	250033	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250034	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250035	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250037	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250038	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250039	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250040	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250041	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250042	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250043	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250044	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250045	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250046	804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250047	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250048	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250049	804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	250050	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250051	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250052	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250053	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250054	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250055	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250056	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250057	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250058	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250059	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250060	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250061	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250062	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250063	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250064	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250065	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250066	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250068	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250070	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250072	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250073	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	250074	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250076	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250077	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250078	804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250079	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250080	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250082	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250083	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250084	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250085	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250086	804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250087	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250088	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250089	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250090	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250091	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250092	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250093	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250094	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250095	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250096	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250097	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250099	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250100	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250101	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250102	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250104	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250105	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250106	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250107	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250108	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250109	804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250110	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250111	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250112	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250113	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250114	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250115	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250116	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250119	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250122	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250123	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250124	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250125	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250126	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250127	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	250128	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251063	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251064	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251065	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251067	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251068	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251069	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	251070	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251071	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251072	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251073	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251074	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251075	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251076	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251077	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251078	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251080	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251081	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251082	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251083	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251084	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251085	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	251086	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251087	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251088	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251089	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251091	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251092	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251093	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251095	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	251096	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251097	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251098	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251099	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251101	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251102	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251104	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251105	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251106	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251107	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251108	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251109	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251110	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251111	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251112	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251113	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251114	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251116	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	251117	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251118	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251119	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251120	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251122	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251123	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251124	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251125	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251127	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251128	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251129	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251130	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251136	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251137	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251138	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251139	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251141	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251142	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251143	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	251144	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250130	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250131	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250132	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250133	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250134	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250135	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250136	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250137	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250139	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250140	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250141	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	250142	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250143	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250144	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250145	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250146	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250147	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250148	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250149	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250150	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250151	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250153	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250154	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250155	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250156	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250157	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250158	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250159	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250160	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250161	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250162	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250163	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250164	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250165	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250166	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250167	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250168	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250169	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250170	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	250171	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250172	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250173	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250174	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250175	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250176	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250177	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250178	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250179	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250180	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250181	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250182	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250183	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250184	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250185	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250186	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250187	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250188	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250189	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250190	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250191	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250192	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250193	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250194	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250195	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250196	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250197	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250198	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250199	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250200	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250201	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250202	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250203	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250204	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250205	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250206	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250207	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250208	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250209	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250210	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250211	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250212	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250213	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250214	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250215	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250216	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250217	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250218	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250219	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250220	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250221	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250222	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250223	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	250224	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250862	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250863	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250864	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250865	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250866	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250867	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250868	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	251394	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	251395	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250869	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250870	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250871	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250872	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250873	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250874	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250875	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250876	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	250877	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251396	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251397	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251398	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251399	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251400	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251401	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251402	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251403	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251404	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251405	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251406	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251407	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251408	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251409	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251410	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	251411	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	251412	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	251413	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	251414	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
