StroyID	BackgroundID	TitleText	DialogueID	Poster1	IntimacyRequire	Awardcrystal	Awardecho
2706	1	330241	330248	51	40	0	50
2707	1	330242	330249	51	50	0	50
2801	1	330222	330229	52	0	100	0
2802	1	330223	330230	52	99	100	0
2803	1	330224	330231	52	10	0	50
2804	1	330225	330232	52	20	0	50
2805	1	330226	330233	52	30	0	50
2806	1	330227	330234	52	40	0	50
2807	1	330228	330235	52	50	0	50
2901	1	330194	330201	53	0	100	0
2902	1	330195	330202	53	99	100	0
2903	1	330196	330203	53	10	0	50
2904	1	330197	330204	53	20	0	50
2905	1	330198	330205	53	30	0	50
2906	1	330199	330206	53	40	0	50
2907	1	330200	330207	53	50	0	50
3001	1	330264	330271	54	0	100	0
3002	1	330265	330272	54	99	100	0
3003	1	330266	330273	54	10	0	50
3004	1	330267	330274	54	20	0	50
3005	1	330268	330275	54	30	0	50
3006	1	330269	330276	54	40	0	50
3007	1	330270	330277	54	50	0	50
3101	1	330362	330369	55	0	100	0
3102	1	330363	330370	55	99	100	0
3103	1	330364	330371	55	10	0	50
3104	1	330365	330372	55	20	0	50
3105	1	330366	330373	55	30	0	50
3106	1	330367	330374	55	40	0	50
3107	1	330368	330375	55	50	0	50
3201	1	330250	330257	62	0	100	0
3202	1	330251	330258	62	99	100	0
3203	1	330252	330259	62	10	0	50
3204	1	330253	330260	62	20	0	50
3205	1	330254	330261	62	30	0	50
3206	1	330255	330262	62	40	0	50
3207	1	330256	330263	62	50	0	50
3301	1	330334	330341	63	0	100	0
3302	1	330335	330342	63	99	100	0
3303	1	330336	330343	63	10	0	50
3304	1	330337	330344	63	20	0	50
3305	1	330338	330345	63	30	0	50
3306	1	330339	330346	63	40	0	50
3307	1	330340	330347	63	50	0	50
3401	1	330348	330355	64	0	100	0
3402	1	330349	330356	64	99	100	0
3403	1	330350	330357	64	10	0	50
3404	1	330351	330358	64	20	0	50
3405	1	330352	330359	64	30	0	50
3406	1	330353	330360	64	40	0	50
3407	1	330354	330361	64	50	0	50
3501	1	330504	330506	68	0	0	250
3502	1	330505	330507	68	99	200	0
3601	1	330528	330530	69	0	0	250
3602	1	330529	330531	69	99	200	0
3701	1	330524	330526	70	0	0	250
3702	1	330525	330527	70	99	200	0
3801	1	330520	330522	71	0	0	250
3802	1	330521	330523	71	99	200	0
3901	1	330532	330534	72	0	0	250
3902	1	330533	330535	72	99	200	0
4001	1	330512	330514	73	0	0	250
4002	1	330513	330515	73	99	200	0
4101	1	330536	330538	74	0	0	250
4102	1	330537	330539	74	99	200	0
4201	1	330548	330550	75	0	0	250
4202	1	330549	330551	75	99	200	0
4301	1	330544	330546	76	0	0	250
4302	1	330545	330547	76	99	200	0
4401	1	330516	330518	77	0	0	250
4402	1	330517	330519	77	99	200	0
4501	1	330540	330542	78	0	0	250
4502	1	330541	330543	78	99	200	0
4601	1	330508	330510	79	0	0	250
4602	1	330509	330511	79	99	200	0
4701	1	330478	330483	80	0	100	0
4702	1	330479	330484	80	99	100	0
4703	1	330480	330485	80	10	0	50
4704	1	330481	330486	80	30	0	50
4705	1	330482	330487	80	50	0	50
4801	1	330488	330493	81	0	100	0
4802	1	330489	330494	81	99	100	0
4803	1	330490	330495	81	10	0	50
4804	1	330491	330496	81	30	0	50
4805	1	330492	330497	81	50	0	50
4901	1	330498	330500	85	0	0	250
4902	1	330499	330501	85	99	200	0
5001	1	330552	330556	91	0	100	0
5002	1	330555	330559	91	99	100	0
5003	1	330553	330557	91	30	0	100
5004	1	330554	330558	91	50	0	150
5011	1	330560	330562	93	0	0	250
5012	1	330561	330563	93	99	200	0
5021	1	330564	330569	95	0	100	0
5022	1	330565	330570	95	99	100	0
5023	1	330566	330571	95	10	0	50
5024	1	330567	330572	95	30	0	50
5025	1	330568	330573	95	50	0	50
5031	1	330574	330579	101	0	100	0
5032	1	330575	330580	101	99	100	0
5033	1	330576	330581	101	10	0	50
5034	1	330577	330582	101	30	0	50
5035	1	330578	330583	101	50	0	50
5041	1	330584	330588	102	0	100	0
5042	1	330585	330589	102	99	100	0
5043	1	330586	330590	102	30	0	100
5044	1	330587	330591	102	50	0	150
5051	1	330592	330597	103	0	100	0
5052	1	330593	330598	103	99	100	0
5053	1	330594	330599	103	10	0	50
5054	1	330595	330600	103	30	0	50
5055	1	330596	330601	103	50	0	50
5061	1	330602	330607	111	0	100	0
5062	1	330603	330608	111	99	100	0
5063	1	330604	330609	111	10	0	50
5064	1	330605	330610	111	30	0	50
5065	1	330606	330611	111	50	0	50
5066	1	330612	330617	112	0	100	0
5067	1	330613	330618	112	99	100	0
5068	1	330614	330619	112	10	0	50
5069	1	330615	330620	112	30	0	50
5070	1	330616	330621	112	50	0	150
5081	1	330622	330627	120	0	100	0
5082	1	330623	330628	120	99	100	0
5083	1	330624	330629	120	10	0	50
5084	1	330625	330630	120	30	0	50
5085	1	330626	330631	120	50	0	150
5091	1	330632	330637	128	0	100	0
5092	1	330633	330638	128	99	100	0
5093	1	330634	330639	128	10	0	50
5094	1	330635	330640	128	30	0	50
5095	1	330636	330641	128	50	0	150
5101	1	330642	330647	131	0	100	0
5102	1	330643	330648	131	99	100	0
5103	1	330644	330649	131	10	0	50
5104	1	330645	330650	131	30	0	50
5105	1	330646	330651	131	50	0	150
5201	1	330652	330657	134	0	100	0
5202	1	330653	330658	134	99	100	0
5203	1	330654	330659	134	10	0	50
5204	1	330655	330660	134	30	0	50
5205	1	330656	330661	134	50	0	150
5301	1	330662	330667	135	0	100	0
5302	1	330663	330668	135	99	100	0
5303	1	330664	330669	135	10	0	50
5304	1	330665	330670	135	30	0	50
5305	1	330666	330671	135	50	0	150
5401	1	330680	330682	138	0	0	250
5402	1	330681	330683	138	99	200	0
5501	1	330676	330678	139	0	0	250
5502	1	330677	330679	139	99	200	0
5601	1	330672	330674	140	0	0	250
5602	1	330673	330675	140	99	200	0
5701	1	330684	330689	136	0	100	0
5702	1	330685	330690	136	99	100	0
5703	1	330686	330691	136	10	0	50
5704	1	330687	330692	136	30	0	50
5705	1	330688	330693	136	50	0	150
5801	1	330694	330696	141	0	0	250
5802	1	330695	330697	141	99	200	0
5901	1	330698	330701	143	0	50	0
5902	1	330700	330703	143	99	50	0
5903	1	330699	330702	143	50	0	150
6001	1	330704	330707	144	0	100	0
6002	1	330706	330709	144	99	100	0
6003	1	330705	330708	144	50	0	250
6101	1	330710	330713	145	0	100	0
6102	1	330712	330715	145	99	100	0
6103	1	330711	330714	145	50	0	250
6201	1	330716	330719	146	0	100	0
6202	1	330718	330721	146	99	100	0
6203	1	330717	330720	146	50	0	250
6301	1	330722	330724	147	0	100	0
6302	1	330723	330725	147	99	100	0
6401	1	330726	330728	148	0	100	0
6402	1	330727	330729	148	99	100	0
6501	1	330730	330735	149	0	100	0
6502	1	330731	330736	149	99	100	0
6503	1	330732	330737	149	10	0	50
6504	1	330733	330738	149	30	0	50
6505	1	330734	330739	149	50	0	150
6601	1	330740	330745	155	0	100	0
6602	1	330741	330746	155	99	100	0
6603	1	330742	330747	155	10	0	50
6604	1	330743	330748	155	30	0	50
6605	1	330744	330749	155	50	0	150
6701	1	330750	330752	154	0	0	250
6702	1	330751	330753	154	99	200	0
6801	1	330754	330756	153	0	0	250
6802	1	330755	330757	153	99	200	0
6901	1	330758	330760	152	0	0	250
6902	1	330759	330761	152	99	200	0
7001	1	330762	330764	150	0	0	250
7002	1	330763	330765	150	99	200	0
7101	1	330766	330768	151	0	0	250
7102	1	330767	330769	151	99	200	0
7201	1	330770	330775	169	0	100	0
7202	1	330771	330776	169	99	100	0
7203	1	330772	330777	169	10	0	50
7204	1	330773	330778	169	30	0	50
7205	1	330774	330779	169	50	0	150
7301	1	330780	330782	166	0	0	250
7302	1	330781	330783	166	99	200	0
7401	1	330784	330786	167	0	0	250
7402	1	330785	330787	167	99	200	0
7501	1	330788	330790	168	0	0	250
7502	1	330789	330791	168	99	200	0
7601	1	330792	330797	172	0	100	0
7602	1	330793	330798	172	99	100	0
7603	1	330794	330799	172	10	0	50
7604	1	330795	330800	172	30	0	50
7605	1	330796	330801	172	50	0	150
7701	1	330802	330807	175	0	100	0
7702	1	330803	330808	175	99	100	0
7703	1	330804	330809	175	10	0	50
7704	1	330805	330810	175	30	0	50
7705	1	330806	330811	175	50	0	150
7801	1	330812	330817	176	0	100	0
7802	1	330813	330818	176	99	100	0
7803	1	330814	330819	176	10	0	50
7804	1	330815	330820	176	30	0	50
7805	1	330816	330821	176	50	0	150
7901	1	330826	330828	178	0	0	250
7902	1	330827	330829	178	99	200	0
8001	1	330822	330824	179	0	0	250
8002	1	330823	330825	179	99	200	0
9001	1	330830	330835	181	0	100	0
9002	1	330831	330836	181	99	100	0
9003	1	330832	330837	181	10	0	50
9004	1	330833	330838	181	30	0	50
9005	1	330834	330839	181	50	0	150
9101	1	330840	330845	182	0	100	0
9102	1	330841	330846	182	99	100	0
9103	1	330842	330847	182	10	0	50
9104	1	330843	330848	182	30	0	50
9105	1	330844	330849	182	50	0	150
9201	1	330850	330855	183	0	100	0
9202	1	330851	330856	183	99	100	0
9203	1	330852	330857	183	10	0	50
9204	1	330853	330858	183	30	0	50
9205	1	330854	330859	183	50	0	150
9301	1	330860	330862	184	0	0	250
9302	1	330861	330863	184	99	200	0
9401	1	330864	330866	185	0	0	250
9402	1	330865	330867	185	99	200	0
9501	1	330868	330870	186	0	0	250
9502	1	330869	330871	186	99	200	0
9601	1	330872	330874	187	0	0	250
9602	1	330873	330875	187	99	200	0
9701	1	330876	330881	196	0	100	0
9702	1	330877	330882	196	99	100	0
9703	1	330878	330883	196	10	0	50
9704	1	330879	330884	196	30	0	50
9705	1	330880	330885	196	50	0	150
9801	1	330886	330888	203	0	0	250
9802	1	330887	330889	203	99	200	0
9901	1	330890	330895	204	0	100	0
9902	1	330891	330896	204	99	100	0
9903	1	330892	330897	204	10	0	50
9904	1	330893	330898	204	30	0	50
9905	1	330894	330899	204	50	0	150
10001	1	330900	330905	211	0	100	0
10002	1	330904	330909	211	99	100	0
10003	1	330901	330906	211	10	0	50
10004	1	330902	330907	211	30	0	50
10005	1	330903	330908	211	50	0	150
10101	1	330910	330915	212	0	100	0
10102	1	330914	330919	212	99	100	0
10103	1	330911	330916	212	10	0	50
10104	1	330912	330917	212	30	0	50
10105	1	330913	330918	212	50	0	150
10201	1	330920	330925	213	0	100	0
10202	1	330921	330926	213	99	100	0
10203	1	330922	330927	213	10	0	50
10204	1	330923	330928	213	30	0	50
10205	1	330924	330929	213	50	0	150
10301	1	330930	330935	222	0	100	0
10302	1	330934	330939	222	99	100	0
10303	1	330931	330936	222	10	0	50
10304	1	330932	330937	222	30	0	50
10305	1	330933	330938	222	50	0	150
10401	1	330940	330945	226	0	100	0
10402	1	330944	330949	226	99	100	0
10403	1	330941	330946	226	10	0	50
10404	1	330942	330947	226	30	0	50
10405	1	330943	330948	226	50	0	150
10501	1	330950	330955	227	0	100	0
10502	1	330954	330959	227	99	100	0
10503	1	330952	330956	227	10	0	50
10504	1	330953	330957	227	30	0	50
10505	1	330951	330958	227	50	0	150
10601	1	330960	330965	228	0	100	0
10602	1	330964	330969	228	99	100	0
10603	1	330961	330966	228	10	0	50
10604	1	330962	330967	228	30	0	50
10605	1	330963	330968	228	50	0	150
10701	1	330970	330975	230	0	100	0
10702	1	330974	330979	230	99	100	0
10703	1	330971	330976	230	10	0	50
10704	1	330972	330977	230	30	0	50
10705	1	330973	330978	230	50	0	150
10801	1	330980	330985	231	0	100	0
10802	1	330984	330989	231	99	100	0
10803	1	330981	330986	231	10	0	50
10804	1	330982	330987	231	30	0	50
10805	1	330983	330988	231	50	0	150
10901	1	330990	330995	232	0	100	0
10902	1	330994	330999	232	99	100	0
10903	1	330991	330996	232	10	0	50
10904	1	330992	330997	232	30	0	50
10905	1	330993	330998	232	50	0	150
11001	1	331000	331005	235	0	100	0
11002	1	331001	331006	235	99	100	0
11003	1	331002	331007	235	10	0	50
11004	1	331003	331008	235	30	0	50
11005	1	331004	331009	235	50	0	150
11101	1	331010	331015	238	0	100	0
11102	1	331011	331016	238	99	100	0
11103	1	331012	331017	238	10	0	50
11104	1	331013	331018	238	30	0	50
11105	1	331014	331019	238	50	0	150
11201	1	331020	331023	242	0	100	0
11202	1	331021	331024	242	99	100	0
11203	1	331022	331025	242	50	0	250
11301	1	331026	331029	243	0	50	0
11302	1	331027	331030	243	99	50	0
11303	1	331028	331031	243	50	0	150
11401	1	331032	331035	244	0	100	0
11402	1	331033	331036	244	99	100	0
11403	1	331034	331037	244	50	0	250
11501	1	331038	331041	245	0	100	0
11502	1	331039	331042	245	99	100	0
11503	1	331040	331043	245	50	0	250
11601	1	331044	331049	246	0	100	0
11602	1	331045	331050	246	99	100	0
11603	1	331046	331051	246	10	0	50
11604	1	331047	331052	246	30	0	50
11605	1	331048	331053	246	50	0	150
11701	1	331054	331059	247	0	100	0
11702	1	331055	331060	247	99	100	0
11703	1	331056	331061	247	10	0	50
11704	1	331057	331062	247	30	0	50
11705	1	331058	331063	247	50	0	150
11801	1	331064	331066	249	0	0	250
11802	1	331065	331067	249	99	200	0
11901	1	331068	331070	250	0	0	250
11902	1	331069	331071	250	99	200	0
12001	1	331072	331074	251	0	0	250
12002	1	331073	331075	251	99	200	0
12101	1	331076	331078	252	0	0	250
12102	1	331077	331079	252	99	200	0
12201	1	331080	331082	253	0	0	250
12202	1	331081	331083	253	99	200	0
12301	1	331084	331086	254	0	0	250
12302	1	331085	331087	254	99	200	0
12401	1	331088	331090	255	0	0	250
12402	1	331089	331091	255	99	200	0
12501	1	331092	331094	256	0	0	250
12502	1	331093	331095	256	99	200	0
12601	1	331096	331098	257	0	0	250
12602	1	331097	331099	257	99	200	0
12701	1	331100	331102	269	0	0	250
12702	1	331101	331103	269	99	200	0
12801	1	331104	331106	270	0	0	250
12802	1	331105	331107	270	99	200	0
12901	1	331108	331113	267	0	100	0
12902	1	331109	331114	267	99	100	0
12903	1	331110	331115	267	10	0	50
12904	1	331111	331116	267	30	0	50
12905	1	331112	331117	267	50	0	150
13001	1	331118	331123	268	0	100	0
13002	1	331119	331124	268	99	100	0
13003	1	331120	331125	268	10	0	50
13004	1	331121	331126	268	30	0	50
13005	1	331122	331127	268	50	0	150
13101	1	331128	331133	275	0	100	0
13102	1	331132	331137	275	99	100	0
13103	1	331129	331134	275	10	0	50
13104	1	331130	331135	275	30	0	50
13105	1	331131	331136	275	50	0	150
13201	1	331138	331143	286	0	100	0
13202	1	331139	331144	286	99	100	0
13203	1	331140	331145	286	10	0	50
13204	1	331141	331146	286	30	0	50
13205	1	331142	331147	286	50	0	150
13301	1	331148	331153	287	0	100	0
13302	1	331149	331154	287	99	100	0
13303	1	331150	331155	287	10	0	50
13304	1	331151	331156	287	30	0	50
13305	1	331152	331157	287	50	0	150
13401	1	331158	331163	290	0	100	0
13402	1	331159	331164	290	99	100	0
13403	1	331160	331165	290	10	0	50
13404	1	331161	331166	290	30	0	50
13405	1	331162	331167	290	50	0	150
13501	1	331168	331173	291	0	100	0
13502	1	331169	331174	291	99	100	0
13503	1	331170	331175	291	10	0	50
13504	1	331171	331176	291	30	0	50
13505	1	331172	331177	291	50	0	150
13601	1	331178	331183	292	0	100	0
13602	1	331179	331184	292	99	100	0
13603	1	331180	331185	292	10	0	50
13604	1	331181	331186	292	30	0	50
13605	1	331182	331187	292	50	0	150
13701	1	331188	331193	293	0	100	0
13702	1	331189	331194	293	99	100	0
13703	1	331190	331195	293	10	0	50
13704	1	331191	331196	293	30	0	50
13705	1	331192	331197	293	50	0	150
13801	1	331198	331200	294	0	0	250
13802	1	331199	331201	294	99	200	0
13901	1	331202	331204	295	0	0	250
13902	1	331203	331205	295	99	200	0
14001	1	331206	331211	303	0	100	0
14002	1	331207	331212	303	99	100	0
14003	1	331208	331213	303	10	0	50
14004	1	331209	331214	303	30	0	50
14005	1	331210	331215	303	50	0	150
14101	1	331216	331221	305	0	100	0
14102	1	331217	331222	305	99	100	0
14103	1	331218	331223	305	10	0	50
14104	1	331219	331224	305	30	0	50
14105	1	331220	331225	305	50	0	150
14201	1	331226	331231	304	0	100	0
14202	1	331227	331232	304	99	100	0
14203	1	331228	331233	304	10	0	50
14204	1	331229	331234	304	30	0	50
14205	1	331230	331235	304	50	0	150
14301	1	331236	331241	313	0	100	0
14302	1	331237	331242	313	99	100	0
14303	1	331238	331243	313	10	0	50
14304	1	331239	331244	313	30	0	50
14305	1	331240	331245	313	50	0	150
14401	1	331246	331251	314	0	100	0
14402	1	331247	331252	314	99	100	0
14403	1	331248	331253	314	10	0	50
14404	1	331249	331254	314	30	0	50
14405	1	331250	331255	314	50	0	150
14501	1	331256	331261	315	0	100	0
14502	1	331257	331262	315	99	100	0
14503	1	331258	331263	315	10	0	50
14504	1	331259	331264	315	30	0	50
14505	1	331260	331265	315	50	0	150
14601	1	331266	331268	320	0	0	250
14602	1	331267	331269	320	99	200	0
14701	1	331270	331272	325	0	0	250
14702	1	331271	331273	325	99	200	0
14801	1	331274	331276	321	0	0	250
14802	1	331275	331277	321	99	200	0
14901	1	331278	331280	322	0	0	250
14902	1	331279	331281	322	99	200	0
15001	1	331282	331284	323	0	0	250
15002	1	331283	331285	323	99	200	0
15101	1	331286	331288	324	0	0	250
15102	1	331287	331289	324	99	200	0
15201	1	331290	331291	327	0	100	0
15202	1	331292	331293	327	99	100	0
15203	1	331294	331295	327	10	0	50
15204	1	331296	331297	327	30	0	50
15205	1	331298	331299	327	50	0	150
15301	1	331300	331305	346	0	100	0
15302	1	331301	331306	346	99	100	0
15303	1	331302	331307	346	10	0	50
15304	1	331303	331308	346	30	0	50
15305	1	331304	331309	346	50	0	150
15401	1	331310	331315	352	0	100	0
15402	1	331311	331316	352	99	100	0
15403	1	331312	331317	352	10	0	50
15404	1	331313	331318	352	30	0	50
15405	1	331314	331319	352	50	0	150
15501	1	331320	331325	367	0	100	0
15502	1	331324	331329	367	99	100	0
15503	1	331321	331326	367	10	0	50
15504	1	331322	331327	367	30	0	50
15505	1	331323	331328	367	50	0	150
15601	1	331330	331335	375	0	100	0
15602	1	331334	331339	375	99	100	0
15603	1	331331	331336	375	10	0	50
15604	1	331332	331337	375	30	0	50
15605	1	331333	331338	375	50	0	150
15701	1	331340	331345	376	0	100	0
15702	1	331341	331346	376	99	100	0
15703	1	331342	331347	376	10	0	50
15704	1	331343	331348	376	30	0	50
15705	1	331344	331349	376	50	0	150
15801	1	331350	331355	354	0	100	0
15802	1	331351	331356	354	99	100	0
15803	1	331352	331357	354	10	0	50
15804	1	331353	331358	354	30	0	50
15805	1	331354	331359	354	50	0	150
15901	1	331360	331365	369	0	100	0
15902	1	331364	331369	369	99	100	0
15903	1	331361	331366	369	10	0	50
15904	1	331362	331367	369	30	0	50
15905	1	331363	331368	369	50	0	150
16001	1	331380	331385	353	0	100	0
16002	1	331384	331389	353	99	100	0
16003	1	331381	331386	353	10	0	50
16004	1	331382	331387	353	30	0	50
16005	1	331383	331388	353	50	0	150
16101	1	331370	331375	370	0	100	0
16102	1	331374	331379	370	99	100	0
16103	1	331371	331376	370	10	0	50
16104	1	331372	331377	370	30	0	50
16105	1	331373	331378	370	50	0	150
16201	1	331390	331395	371	0	100	0
16202	1	331391	331396	371	99	100	0
16203	1	331392	331397	371	10	0	50
16204	1	331393	331398	371	30	0	50
16205	1	331394	331399	371	50	0	150
16301	1	331400	331405	387	0	100	0
16302	1	331401	331406	387	99	100	0
16303	1	331402	331407	387	10	0	50
16304	1	331403	331408	387	30	0	50
16305	1	331404	331409	387	50	0	150
16401	1	331410	331415	388	0	100	0
16402	1	331414	331419	388	99	100	0
16403	1	331411	331416	388	10	0	50
16404	1	331412	331417	388	30	0	50
16405	1	331413	331418	388	50	0	150
16501	1	331420	331425	390	0	100	0
16502	1	331421	331426	390	99	100	0
16503	1	331422	331427	390	10	0	50
16504	1	331423	331428	390	30	0	50
16505	1	331424	331429	390	50	0	150
16601	1	331430	331435	389	0	100	0
16602	1	331431	331436	389	99	100	0
16603	1	331432	331437	389	10	0	50
16604	1	331433	331438	389	30	0	50
16605	1	331434	331439	389	50	0	150
16701	1	331440	331445	391	0	100	0
16702	1	331441	331446	391	99	100	0
16703	1	331442	331447	391	10	0	50
16704	1	331443	331448	391	30	0	50
16705	1	331444	331449	391	50	0	150
16801	1	331450	331455	372	0	100	0
16802	1	331451	331456	372	99	100	0
16803	1	331452	331457	372	10	0	50
16804	1	331453	331458	372	30	0	50
16805	1	331454	331459	372	50	0	150
16901	1	331460	331463	401	0	100	0
16902	1	331461	331464	401	99	100	0
16903	1	331462	331465	401	50	0	250
17101	1	331466	331469	400	0	100	0
17102	1	331467	331470	400	99	100	0
17103	1	331468	331471	400	50	0	250
17201	1	331472	331477	405	0	100	0
17202	1	331473	331478	405	99	100	0
17203	1	331474	331479	405	10	0	50
17204	1	331475	331480	405	30	0	50
