DialogueID	Type	UnLockLevelID	DialogueText	ChoiceID	RoleID	FaceID	RoleStorySide	RoleOverLap	RoleDisplayOff	RoleMotion	isMotionFirst	RoleDelay	EffectID	isEffectFirst	EffectDelay	EffectDuration	EffectPara	BGID	CGID	CGLocation	CGScale	ItemShowCaseID	SoundID	SoundDelay	SoundDuration	BGMID	BGMtype	SpineCG	SpineCGAction	SkipDisabled	StoryType
10001	3	108442	714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714288	0	802	0	2	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714294	0	30472	3	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714295	0	519	4	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714297	0	30472	3	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714298	0	519	4	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714299	0	519	4	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714302	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714303	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714304	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714308	0	519	2	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714309	0	30472	4	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714310	0	519	1	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714311	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714313	0	519	4	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714314	0	519	4	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714315	0	30472	6	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714318	0	30472	6	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10001	3	108442	714325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10001	3	108442	714326	0	519	0	1	0	0	19	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10002	3	108442	714327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714334	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714335	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714336	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714337	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714338	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714343	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714351	0	30473	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714353	0	217	4	1	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	71	0	0	0	0	2
10002	3	108442	714355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714361	0	30472	4	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714365	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714366	0	519	3	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714367	0	519	3	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714368	0	519	3	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714369	0	519	3	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714370	0	30472	3	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714371	0	30472	3	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714372	0	519	2	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714373	0	519	4	1	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	79	0	0	0	0	2
10003	3	108442	714374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714379	0	30472	2	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714380	0	30472	6	0	0	0	0	0	0	0	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714381	0	519	3	1	0	0	0	0	0	6	0	0	0	0	019/028_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10003	3	108442	714382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714395	0	519	4	0	0	0	0	0	0	3	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle1	0	2
10003	3	108442	714396	0	519	4	0	0	0	0	0	0	2	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714398	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714399	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714400	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714401	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714402	0	519	4	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714403	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714404	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714405	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714406	0	519	3	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714407	0	0	0	0	0	0	0	0	0	7	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	1/Story_7	idle3	0	2
10003	3	108442	714408	0	0	0	0	0	0	0	0	0	22	0	0	10	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714409	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714410	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714411	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714412	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714417	0	30472	1	0	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	1.3	0	0	0	0	152	0	1/Story_7	idle4	0	2
10003	3	108442	714418	0	519	3	2	0	0	0	0	0	6	0	0	3	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	0	0	0	2
10003	3	108442	714419	0	519	3	2	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	0	0	0	0	2
10003	3	108442	714420	0	519	3	2	0	0	0	0	0	0	0	0	0	0	007/006_1280x720	0	0	0	0	0	0	0	152	1	0	0	0	2
10004	3	108442	714421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	0	0	0	0	0	2
10004	3	108442	714422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714423	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714424	0	217	2	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714427	0	217	4	2	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/027_1280x720	0	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714432	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714437	0	30473	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714439	0	30473	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714440	0	30473	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714441	0	30473	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
10004	3	108442	714445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	019/021_1280x720	0	0	0	0	0	0	54	0	0	0	0	2
